FECHA,HORA,MINUTOS,N  ABEJAS/ VISITA,N POLINIZADORES / VISITA,TEMPERATURA,ESPECIE
9/11/2020,15,43,1,0,43,ABEJA
9/11/2020,16,15,0,1,42,SIN IDENTIFICAR
9/11/2020,16,16,0,1,42,SIN IDENTIFICAR
9/11/2020,16,16,0,1,42,SIN IDENTIFICAR
9/11/2020,16,34,1,0,42,ABEJA
9/11/2020,16,48,1,0,43,ABEJA
9/11/2020,17,21,0,1,43,MOSCARDON
9/11/2020,17,22,0,1,43,MOSCARDON
9/11/2020,18,30,1,0,39,ABEJA
9/11/2020,18,39,1,0,38,ABEJA
9/11/2020,18,39,1,0,38,ABEJA
10/11/2020,9,34,1,0,30,ABEJA
10/11/2020,9,34,1,0,30,ABEJA
10/11/2020,9,35,1,0,30,ABEJA
10/11/2020,9,39,1,0,30,ABEJA
10/11/2020,9,41,1,0,30,ABEJA
10/11/2020,11,45,1,0,35,ABEJA
10/11/2020,11,46,1,0,35,ABEJA
10/11/2020,11,46,1,0,35,ABEJA
10/11/2020,11,47,1,0,35,ABEJA
10/11/2020,12,53,1,0,37,ABEJA
10/11/2020,13,51,0,1,39,MOSCA
10/11/2020,13,52,1,0,39,ABEJA
10/11/2020,13,55,1,0,39,ABEJA
10/11/2020,14,26,1,0,38,ABEJA
10/11/2020,14,57,1,0,39,ABEJA
10/11/2020,15,36,1,0,39,ABEJA
10/11/2020,15,37,1,0,39,ABEJA
10/11/2020,16,27,1,0,37,ABEJA
10/11/2020,16,28,1,0,37,ABEJA
10/11/2020,16,30,1,0,37,ABEJA
10/11/2020,16,30,2,0,37,ABEJA
10/11/2020,17,18,1,0,36,ABEJA
10/11/2020,17,19,1,0,36,ABEJA
10/11/2020,17,20,1,0,36,ABEJA
10/11/2020,18,6,0,1,32,SIN IDENTIFICAR
10/11/2020,18,48,0,1,31,CRISOPIDO
10/11/2020,18,48,0,1,31,CRISOPIDO
10/11/2020,18,49,0,1,31,CRISOPIDO
11/11/2020,7,0,1,0,17,ABEJA
11/11/2020,7,0,1,0,17,ABEJA
11/11/2020,7,1,1,0,17,ABEJA
11/11/2020,7,18,0,1,19,MOSCA
11/11/2020,7,18,0,1,19,MOSCA
11/11/2020,7,19,0,1,19,MOSCA
11/11/2020,7,19,0,1,19,MOSCA
11/11/2020,7,20,0,1,19,MOSCA
11/11/2020,7,20,0,1,19,MOSCA
11/11/2020,7,21,0,1,19,MOSCA
11/11/2020,7,21,0,1,19,MOSCA
11/11/2020,7,22,0,1,19,MOSCA
11/11/2020,7,22,0,1,20,MOSCA
11/11/2020,7,23,0,1,20,MOSCA
11/11/2020,7,23,0,1,20,MOSCA
11/11/2020,8,32,1,0,26,ABEJA
11/11/2020,8,32,1,0,26,ABEJA
11/11/2020,8,52,1,0,29,ABEJA
11/11/2020,9,49,1,0,34,ABEJA
11/11/2020,10,16,1,0,34,ABEJA
11/11/2020,10,16,1,0,34,ABEJA
11/11/2020,10,17,1,0,34,ABEJA
11/11/2020,10,47,1,0,35,ABEJA
11/11/2020,10,47,1,0,35,ABEJA
11/11/2020,10,48,1,0,35,ABEJA
11/11/2020,10,48,1,0,35,ABEJA
11/11/2020,11,0,1,0,36,ABEJA
11/11/2020,11,1,1,0,36,ABEJA
11/11/2020,11,1,1,0,36,ABEJA
11/11/2020,11,2,1,0,36,ABEJA
11/11/2020,11,6,0,1,36,MOSCA
11/11/2020,11,14,0,1,36,CHINCHE
11/11/2020,11,14,0,1,36,CHINCHE
11/11/2020,11,15,0,1,36,CHINCHE
11/11/2020,11,15,0,1,36,CHINCHE
11/11/2020,11,16,0,1,36,CHINCHE
11/11/2020,11,16,0,1,36,CHINCHE
11/11/2020,11,17,0,1,36,CHINCHE
11/11/2020,11,17,0,1,36,CHINCHE
11/11/2020,11,18,0,1,36,CHINCHE
11/11/2020,11,18,0,1,36,CHINCHE
11/11/2020,11,19,0,1,36,CHINCHE
11/11/2020,11,19,0,1,36,CHINCHE
11/11/2020,11,20,0,1,36,CHINCHE
11/11/2020,11,20,0,1,36,CHINCHE
11/11/2020,11,21,0,1,36,CHINCHE
11/11/2020,11,21,0,1,36,CHINCHE
11/11/2020,11,22,0,1,36,CHINCHE
11/11/2020,11,22,0,1,36,CHINCHE
11/11/2020,11,23,0,1,36,CHINCHE
11/11/2020,11,23,0,1,36,CHINCHE
11/11/2020,11,24,0,1,36,CHINCHE
11/11/2020,11,24,0,1,36,CHINCHE
11/11/2020,11,25,0,1,36,CHINCHE
11/11/2020,11,25,0,1,36,CHINCHE
11/11/2020,11,26,0,1,36,CHINCHE
11/11/2020,11,26,0,1,36,CHINCHE
11/11/2020,11,27,0,1,36,CHINCHE
11/11/2020,11,27,0,1,36,CHINCHE
11/11/2020,11,28,0,1,36,CHINCHE
11/11/2020,11,28,0,1,36,CHINCHE
11/11/2020,11,29,0,1,36,CHINCHE
11/11/2020,11,29,0,1,36,CHINCHE
11/11/2020,11,30,0,1,36,CHINCHE
11/11/2020,11,30,0,1,36,CHINCHE
11/11/2020,11,31,1,1,37,MOSCARDON
11/11/2020,11,31,0,0,37,ABEJA
11/11/2020,11,32,0,0,37,ABEJA
11/11/2020,11,49,1,0,37,ABEJA
11/11/2020,11,49,1,0,37,ABEJA
11/11/2020,11,51,1,0,37,ABEJA
11/11/2020,12,5,1,0,37,ABEJA
11/11/2020,12,5,1,0,38,ABEJA
11/11/2020,13,10,1,0,41,ABEJA
11/11/2020,13,27,1,0,41,ABEJA
11/11/2020,13,30,1,0,41,ABEJA
11/11/2020,13,31,1,0,41,ABEJA
11/11/2020,13,31,1,0,41,ABEJA
11/11/2020,13,32,1,0,41,ABEJA
11/11/2020,13,33,1,0,41,ABEJA
11/11/2020,13,34,1,0,41,ABEJA
11/11/2020,13,34,1,0,41,ABEJA
11/11/2020,13,35,1,0,41,ABEJA
11/11/2020,13,35,1,0,41,ABEJA
11/11/2020,14,41,1,0,43,ABEJA
11/11/2020,14,44,1,0,43,ABEJA
11/11/2020,14,44,1,0,43,ABEJA
11/11/2020,15,10,1,0,42,ABEJA
11/11/2020,15,12,1,0,42,ABEJA
11/11/2020,15,15,1,0,42,ABEJA
11/11/2020,15,34,1,0,41,ABEJA
11/11/2020,16,6,1,0,41,ABEJA
11/11/2020,16,7,1,0,42,ABEJA
11/11/2020,16,8,1,0,42,ABEJA
11/11/2020,16,10,1,0,42,ABEJA
11/11/2020,16,50,0,1,40,MOSCA
11/11/2020,17,22,1,0,40,ABEJA
11/11/2020,17,22,1,0,40,ABEJA
11/11/2020,17,23,1,0,40,ABEJA
11/11/2020,18,16,0,1,36,MOSCA
11/11/2020,18,16,0,1,36,MOSCA
11/11/2020,18,17,0,1,36,MOSCA
11/11/2020,18,18,0,1,36,MOSCA
11/11/2020,18,53,1,0,35,ABEJA
11/11/2020,18,54,1,0,35,ABEJA
11/11/2020,18,55,1,0,35,ABEJA
12/11/2020,8,36,1,0,31,ABEJA
12/11/2020,8,41,1,0,31,ABEJA
12/11/2020,8,42,1,0,31,ABEJA
12/11/2020,8,42,1,0,31,ABEJA
12/11/2020,8,43,1,0,31,ABEJA
12/11/2020,8,44,1,0,32,ABEJA
12/11/2020,11,45,1,0,39,ABEJA
12/11/2020,13,11,1,0,43,ABEJA
12/11/2020,14,34,1,0,40,ABEJA
12/11/2020,15,27,1,0,41,ABEJA
12/11/2020,15,27,1,0,41,ABEJA
12/11/2020,15,28,1,0,41,ABEJA
12/11/2020,15,28,1,0,41,ABEJA
12/11/2020,15,41,1,0,43,ABEJA
12/11/2020,15,45,1,0,44,ABEJA
12/11/2020,16,23,1,0,46,ABEJA
12/11/2020,16,41,1,0,45,ABEJA
12/11/2020,16,42,1,0,45,ABEJA
12/11/2020,16,44,1,0,45,ABEJA
12/11/2020,16,50,1,0,45,ABEJA
12/11/2020,17,26,1,0,45,ABEJA
12/11/2020,17,26,0,1,45,MOSCA
12/11/2020,17,28,1,0,45,ABEJA
12/11/2020,17,54,1,0,46,ABEJA
12/11/2020,18,15,1,0,45,ABEJA
12/11/2020,19,14,1,0,37,ABEJA
12/11/2020,19,15,1,0,37,ABEJA
12/11/2020,19,15,1,0,37,ABEJA
13/11/2020,8,7,1,0,26,ABEJA
13/11/2020,8,8,1,0,26,ABEJA
13/11/2020,8,8,1,0,26,ABEJA
13/11/2020,8,50,1,0,28,ABEJA
13/11/2020,9,34,1,0,31,ABEJA
13/11/2020,9,46,1,0,32,ABEJA
13/11/2020,12,1,1,0,37,ABEJA
13/11/2020,12,2,1,0,37,ABEJA
13/11/2020,12,2,1,0,37,ABEJA
13/11/2020,12,54,1,0,40,ABEJA
13/11/2020,12,54,1,0,40,ABEJA
13/11/2020,13,19,1,0,41,ABEJA
13/11/2020,13,20,1,0,41,ABEJA
13/11/2020,13,20,1,0,41,ABEJA
13/11/2020,13,21,1,0,41,ABEJA
13/11/2020,13,38,1,0,41,ABEJA
13/11/2020,14,40,1,0,43,ABEJA
13/11/2020,15,3,1,0,44,ABEJA
13/11/2020,15,3,1,0,44,ABEJA
13/11/2020,15,51,1,0,45,ABEJA
13/11/2020,15,51,1,0,45,ABEJA
13/11/2020,16,3,1,0,44,ABEJA
13/11/2020,16,4,1,0,44,ABEJA
13/11/2020,16,43,0,1,41,mosca
13/11/2020,17,11,1,0,42,ABEJA
13/11/2020,17,14,1,0,42,ABEJA
13/11/2020,17,42,1,0,43,ABEJA
13/11/2020,17,42,1,0,43,ABEJA
13/11/2020,17,43,1,0,43,ABEJA
13/11/2020,18,27,1,0,42,ABEJA
13/11/2020,18,28,1,0,41,ABEJA
13/11/2020,18,54,0,1,40,MOSCARDON
13/11/2020,18,55,0,1,40,ABEJA
13/11/2020,19,2,1,0,40,ABEJA
13/11/2020,19,26,1,0,38,ABEJA
13/11/2020,19,27,1,1,38,MOSCARDON
13/11/2020,19,42,0,1,37,MOSCARDON
14/11/2020,8,11,1,0,24,ABEJA
14/11/2020,8,12,1,0,24,ABEJA
14/11/2020,8,12,1,0,24,ABEJA
14/11/2020,8,14,1,0,24,ABEJA
14/11/2020,8,14,1,0,24,ABEJA
14/11/2020,8,15,1,0,24,ABEJA
14/11/2020,8,15,1,0,24,ABEJA
14/11/2020,8,17,1,0,24,ABEJA
14/11/2020,9,19,1,0,30,ABEJA
14/11/2020,10,0,0,1,32,MOSCA
14/11/2020,10,33,1,0,32,ABEJA
14/11/2020,10,33,1,0,32,ABEJA
14/11/2020,10,34,1,0,32,ABEJA
14/11/2020,10,35,1,0,32,ABEJA
